,Date,Open,High,Low,Close,Adj Close,Volume,Returns,MovingAverage_50,MovingAverage_200,VolumeChange,VolumeMovingAverage_50,VolumeMovingAverage_200,MarketReturns,CAPM,HighLowRange,HighCloseRange,LowCloseRange,Volatility,RSI,Momentum,VolumeMovingAverage_10,PriceLag_1,ReturnLag_1,PriceLag_3,ReturnLag_3,PriceLag_5,ReturnLag_5,Mkt-RF,SMB,HML,RMW,CMA,RF,ADS_Index,UNRATE,"('Adj Close', 'BYD')","('Adj Close', 'VWAGY')","('Close', 'BYD')","('Close', 'VWAGY')","('High', 'BYD')","('High', 'VWAGY')","('Low', 'BYD')","('Low', 'VWAGY')","('Open', 'BYD')","('Open', 'VWAGY')","('Volume', 'BYD')","('Volume', 'VWAGY')"
123,22-12-2010,2.150000095,2.190666914,2.113332987,2.175333023,2.175333023,12499500,0.011469033,1.845053318,,0.071492864,14206830,,0.002120676,0.019981909,0.077333927,0.039999962,0.037333965,0.051555951,51.16275201,0.017333031,11237850,2.150666952,0.017665917,2.090667009,0.017851563,1.973333001,0.037504234,0.29,-0.32,0.81,-0.22,0.2,0.001,0.292847,9.3,9.487687111,11.52086735,9.890000343,14.95499992,10.02000046,15.01500034,9.779999733,14.80000019,9.859999657,15.01000023,1716500,123400
124,23-12-2010,2.084000111,2.165333033,1.994667053,2.006000042,2.006000042,23289000,-0.077842325,1.857786658,,0.863194528,14577150,,0.002120676,0.019792508,0.170665979,-0.00999999,0.18066597,0.11377732,44.8979677,-0.130666971,12957750,2.175333023,0.011469033,2.113332987,0.010841505,2.053999901,0.040878503,-0.16,0.05,-0.31,0.21,-0.17,0.001,0.288501,9.3,9.430130005,11.39760876,9.829999924,14.79500008,10,14.89500046,9.819999695,14.68000031,9.909999847,14.82499981,994000,385200
125,27-12-2010,1.868000031,1.905333042,1.670667052,1.70333302,1.70333302,139528500,-0.150880865,1.864186659,,4.991176092,17279280,,0.002120676,0.019637617,0.23466599,-0.100667,0.33533299,0.156443993,36.0655343,-0.397999883,26266500,2.006000042,-0.077842325,2.150666952,0.017665917,2.090667009,0.017851563,0.08,0.26,0.47,-0.35,0.15,0.001,0.253945,9.3,9.574027061,10.815979,9.979999542,14.03999996,10.02000046,14.04500008,9.75,13.71000004,9.81000042,13.94499969,716200,766600
126,28-12-2010,1.723333001,1.783332944,1.666666985,1.760666966,1.760666966,60844500,0.033659857,1.872013338,,-0.5639278,18410760,,0.002120676,0.020028968,0.116665959,0.079999924,0.036666036,0.077777306,34.57161325,-0.276000142,31735350,1.70333302,-0.150880865,2.175333023,0.011469033,2.113332987,0.010841505,0,-0.43,0.17,-0.01,-0.15,0.001,0.242912,9.3,9.526061058,10.71197891,9.930000305,13.90499973,10.14999962,13.99499989,9.869999886,13.85000038,10.02000046,13.85000038,1038400,531600
127,29-12-2010,1.802000046,1.867333055,1.766667008,1.848667026,1.848667026,49788000,0.049981093,1.882013338,,-0.181717329,19357680,,0.002120676,0.02006358,0.100666046,0.106666088,-0.006000042,0.067110697,36.51164926,-0.053332925,34065600,1.760666966,0.033659857,2.006000042,-0.077842325,2.150666952,0.017665917,0.17,0.11,-0.16,0.05,-0.09,0.001,0.231298,9.3,9.823451042,11.00086784,10.23999977,14.27999973,10.31000042,14.30000019,9.869999886,14.07499981,9.920000076,14.17000008,2966800,442000
128,30-12-2010,1.846667051,1.860000014,1.758666992,1.766667008,1.766667008,30616500,-0.044356293,1.890613339,,-0.385062666,19896450,,0.002120676,0.019863521,0.101333022,0.011332989,0.090000033,0.067555348,34.67698435,-0.206665993,36012900,1.848667026,0.049981093,1.70333302,-0.150880865,2.175333023,0.011469033,-0.11,0.13,-0.04,0.2,0.06,0.001,0.219097,9.3,10.13043404,10.92768478,10.56000042,14.18500042,10.84000015,14.25,10.27999973,14.02499962,10.30000019,14.14999962,3472300,280200
129,31-12-2010,1.771332979,1.816666961,1.766667008,1.775333047,1.775333047,21268500,0.004905304,1.898586659,,-0.30532556,20228070,,0.002120676,0.019967989,0.049999952,0.049999952,0,0.033333302,36.19423989,-0.278666854,36954600,1.766667008,-0.044356293,1.760666966,0.033659857,2.006000042,-0.077842325,-0.1,-0.6,0.23,-0.12,0.12,0.001,0.206305,9.3,10.16880608,10.99701595,10.60000038,14.27499962,10.85000038,14.30000019,10.47999954,14.19999981,10.60999966,14.19999981,2086100,54000
130,03-01-2011,1.789332986,1.799999952,1.726667047,1.774667025,1.774667025,19245000,-0.000375153,1.906413341,,-0.095140701,20487840,,0.002120676,0.019956791,0.073332906,0.024666905,0.048666,0.048888604,38.26864929,-0.315999985,37659600,1.775333047,0.004905304,1.848667026,0.049981093,1.70333302,-0.150880865,1.18,0.56,0.77,-0.42,0.17,0,0.166251,9.1,10.37026501,11.57671928,10.81000042,15.02750015,11,15.05000019,10.72999954,14.625,10.84000015,14.625,3190600,188400
131,04-01-2011,1.777333021,1.79666698,1.734666944,1.777999997,1.777999997,17811000,0.001878083,1.914346681,,-0.07451286,20795730,,0.002120676,0.019961569,0.062000036,0.021999955,0.040000081,0.041333357,43.70770782,-0.33533299,38655600,1.774667025,-0.000375153,1.766667008,-0.044356293,1.760666966,0.033659857,-0.26,-1.34,0.07,0.01,0.04,0,0.153506,9.1,10.28392601,11.70960712,10.72000027,15.19999981,10.89999962,15.45499992,10.48999977,15.16499996,10.88000011,15.375,3008400,137000
132,05-01-2011,1.765333056,1.793333054,1.746000051,1.788666964,1.788666964,21700500,0.005999419,1.92232002,,0.218376284,21194190,,0.002120676,0.019970309,0.047333002,0.015333056,0.031999946,0.031555335,40.01444694,-0.361999989,39659100,1.777999997,0.001878083,1.775333047,0.004905304,1.848667026,0.049981093,0.59,0.61,0.13,-0.42,0.06,0,0.141145,9.1,11.17609406,11.43997955,11.64999962,14.85000038,11.86999989,14.875,11.06000042,14.60000038,11.14000034,14.67000008,7319500,90000
133,06-01-2011,1.788666964,1.866667032,1.787333012,1.858667016,1.858667016,30918000,0.039135319,1.93101336,,0.424759798,21614280,,0.002120676,0.02004058,0.079334021,0.078000069,0.001333952,0.052889347,39.31438426,-0.316666007,41500950,1.788666964,0.005999419,1.774667025,-0.000375153,1.766667008,-0.044356293,-0.15,-0.14,-0.33,-0.14,-0.06,0,0.129165,9.1,11.16650009,11.30516338,11.64000034,14.67500019,11.86999989,14.94999981,11.47000027,14.625,11.77000046,14.94999981,3706400,91000
134,07-01-2011,1.866667032,1.905333042,1.860000014,1.882666945,1.882666945,33718500,0.012912442,1.940666699,,0.090578304,22181700,,0.002120676,0.01998497,0.045333028,0.046666026,-0.001332998,0.030222019,38.46151811,-0.123333097,42543900,1.858667016,0.039135319,1.777999997,0.001878083,1.775333047,0.004905304,-0.21,-0.26,-0.27,0.17,-0.14,0,0.11756,9.1,11.435112,11.58249664,11.92000008,15.03499985,12.02000046,15.20499992,11.67000008,14.89500046,11.72999954,14.89500046,3591700,140600
135,10-01-2011,1.878000021,1.911999941,1.870000005,1.896667004,1.896667004,20140500,0.00743629,1.950346699,,-0.402686952,22517250,,0.002120676,0.019973356,0.041999936,0.029332995,0.012666941,0.027999957,37.86410827,0.193333983,30605100,1.882666945,0.012912442,1.788666964,0.005999419,1.774667025,-0.000375153,-0.02,0.49,-0.16,-0.4,0.03,0,0.0834381,9.1,11.70371914,11.55168152,12.19999981,14.99499989,12.28999996,14.99499989,11.72999954,14.72500038,11.93999958,14.88500023,2770900,119400
136,11-01-2011,1.906000018,1.914000034,1.794667006,1.797333002,1.797333002,25653000,-0.052372926,1.957173359,,0.273702242,22946130,,0.002120676,0.01984652,0.119333029,0.017333031,0.101999998,0.079555353,31.49437085,0.036666036,27085950,1.896667004,0.00743629,1.858667016,0.039135319,1.777999997,0.001878083,0.39,0.1,0.18,-0.28,0.09,0,0.070254,9.1,11.11853409,11.91760731,11.59000015,15.47000027,12.30000019,15.47000027,11.53999996,15.20499992,12.27999973,15.21500015,4938700,87400
137,12-01-2011,1.800667048,1.826666951,1.768000007,1.797333002,1.797333002,14466000,0,1.964573359,,-0.436089346,23098710,,0.002120676,0.019957586,0.058666945,0.029333949,0.029332995,0.039111296,29.67741969,-0.051334023,23553750,1.797333002,-0.052372926,1.882666945,0.012912442,1.788666964,0.005999419,0.87,-0.05,0.27,-0.34,0.32,0,0.0559037,9.1,11.06097507,11.94842243,11.52999973,15.51000023,11.78999996,15.55000019,11.39999962,15.375,11.78999996,15.49499989,3394300,100600
138,13-01-2011,1.797333002,1.797999978,1.743999958,1.748000026,1.748000026,10854000,-0.027447878,1.97120002,,-0.249688926,23219040,,0.002120676,0.019899378,0.05400002,0.000666976,0.053333044,0.036000013,34.07407429,-0.018666983,21577500,1.797333002,0,1.896667004,0.00743629,1.858667016,0.039135319,-0.17,0.14,-0.35,0.5,0.12,0,0.0403817,9.1,11.12812996,11.9214592,11.60000038,15.47500038,11.85999966,15.61999989,11.5,15.45499992,11.5,15.5,2342900,57000
139,14-01-2011,1.743332982,1.771999955,1.707332969,1.716667056,1.716667056,17880000,-0.01792504,1.976506701,,0.647318961,23464860,,0.002120676,0.019919573,0.064666986,0.023999929,0.040667057,0.043111324,51.23769048,-0.058665991,21238650,1.748000026,-0.027447878,1.797333002,-0.052372926,1.882666945,0.012912442,0.69,0.04,0.58,-0.7,0.14,0,0.0236821,9.1,11.35836601,12.11790276,11.84000015,15.72999954,11.96000004,15.72999954,11.44999981,15.47999954,11.5,15.57499981,2838600,103200
140,18-01-2011,1.698667049,1.709332943,1.649999976,1.709332943,1.709332943,24325500,-0.004272298,1.97749336,,0.360486577,23389170,,0.002120676,0.019948526,0.059332967,-0.007334113,0.06666708,0.039555311,44.74753667,-0.065334082,21746700,1.716667056,-0.01792504,1.797333002,0,1.896667004,0.00743629,0.18,-0.01,-0.51,0.41,-0.15,0,-0.0499704,9.1,11.45429611,12.22960567,11.93999958,15.875,11.94999981,15.98499966,11.72999954,15.81000042,11.86999989,15.81000042,2117800,205800
141,19-01-2011,1.684666991,1.697999954,1.583333015,1.601999998,1.601999998,35572500,-0.062792299,1.9769467,,0.46235432,23797320,,0.002120676,0.019824424,0.114666939,-0.011332989,0.125999928,0.076444626,25.72170446,-0.175999999,23522850,1.709332943,-0.004272298,1.748000026,-0.027447878,1.797333002,-0.052372926,-1.24,-1.34,-0.52,0.92,-0.44,0,-0.0676048,9.1,10.91707802,12.02545929,11.38000011,15.60999966,12.10000038,15.84500027,11.31000042,15.56999969,11.86999989,15.84500027,2877600,232600
142,20-01-2011,1.601999998,1.629999995,1.491333008,1.508000016,1.508000016,34198500,-0.058676643,1.973800039,,-0.038625343,24328440,,0.002120676,0.019833152,0.138666987,0.027999997,0.11066699,0.092444658,25.1281273,-0.280666947,24772650,1.601999998,-0.062792299,1.716667056,-0.01792504,1.797333002,0,-0.29,-0.96,0.7,0.59,0.39,0,-0.0847729,9.1,11.04179001,11.83286667,11.51000023,15.35999966,11.65999985,15.36999989,11.09000015,15,11.60000038,15.27499962,2842200,493400
143,21-01-2011,1.54133296,1.572667003,1.514000058,1.536000013,1.536000013,18255000,0.018567637,1.97168004,,-0.466204658,24406620,,0.002120676,0.019996962,0.058666945,0.064666986,-0.006000042,0.039111296,27.81212722,-0.322667003,23506350,1.508000016,-0.058676643,1.709332943,-0.004272298,1.748000026,-0.027447878,0.11,-0.84,0.59,-0.14,0.32,0,-0.101481,9.1,11.24324894,11.72886658,11.72000027,15.22500038,12.10000038,15.56499958,11.67000008,15.10000038,11.77999973,15.46000004,3083300,861800
144,24-01-2011,1.568667054,1.654000044,1.548666954,1.632666945,1.632666945,24676500,0.0629342,1.96518672,,0.351766639,23982000,,0.002120676,0.02009105,0.10533309,0.118000031,-0.012666941,0.07022206,38.82476757,-0.25,22602150,1.536000013,0.018567637,1.601999998,-0.062792299,1.716667056,-0.01792504,0.65,0.2,-0.28,-0.18,0.34,0,-0.151197,9.1,11.387146,11.57094097,11.86999989,15.02000046,11.94999981,15.13199997,11.59000015,14.89500046,11.69999981,14.98999977,1659200,1521400
145,25-01-2011,1.643332958,1.659332991,1.601333022,1.645333052,1.645333052,19072500,0.007757924,1.96070672,,-0.227098657,23779860,,0.002120676,0.019974039,0.057999969,0.026666045,0.031333923,0.038666646,39.71042884,-0.251333952,22495350,1.632666945,0.0629342,1.508000016,-0.058676643,1.709332943,-0.004272298,0.02,0.01,0.13,0.33,-0.09,0,-0.170702,9.1,11.080163,11.55553341,11.55000019,15,11.80000019,15.07499981,11.31000042,14.89999962,11.73999977,15.06000042,1807400,389000
146,26-01-2011,1.647333026,1.658666968,1.606667042,1.649999976,1.649999976,16198500,0.002836462,1.953920059,,-0.150688164,23285100,,0.002120676,0.019963602,0.051999927,0.013333917,0.03866601,0.034666618,39.14403045,-0.147333026,21549900,1.645333052,0.007757924,1.536000013,0.018567637,1.601999998,-0.062792299,0.6,1.35,-0.22,-0.26,0.09,0,-0.192067,9.1,11.01300812,11.92531013,11.47999954,15.47999954,11.77999973,15.48499966,11.34000015,15.26000023,11.56000042,15.42500019,2106600,394600
147,27-01-2011,1.649333,1.672000051,1.635332942,1.661332965,1.661332965,13435500,0.006868478,1.946080058,,-0.170571349,22766940,,0.002120676,0.019972152,0.036667109,0.022000074,0.014667034,0.024444739,32.98844163,-0.136000037,21446850,1.649999976,0.002836462,1.632666945,0.0629342,1.508000016,-0.058676643,0.26,-0.05,0.36,-0.15,0.01,0,-0.2153,9.1,10.98422909,11.86753273,11.44999981,15.40499973,11.59000015,15.625,11.21000004,15.31999969,11.59000015,15.625,1727400,368000
148,28-01-2011,1.658666968,1.658666968,1.583333015,1.600667,1.600667,15726000,-0.03651644,1.938533397,,0.170481188,22677180,,0.002120676,0.019880147,0.075333953,-0.002665997,0.077999949,0.050222635,27.13511332,-0.147333026,21934050,1.661332965,0.006868478,1.645333052,0.007757924,1.536000013,0.018567637,-1.88,-0.83,-0.03,0.04,-0.37,0,-0.240409,9.1,10.39904499,11.72886658,10.84000015,15.22500038,11.60999966,15.64500046,10.80000019,15.14999962,11.52999973,15.625,3295400,1310400
149,31-01-2011,1.603332996,1.60800004,1.566666961,1.606667042,1.606667042,12454500,0.003748464,1.931346738,,-0.208031286,22701270,,0.002120676,0.019965536,0.041333079,0.00733304,0.034000039,0.027555386,26.17741184,-0.110000014,21391500,1.600667,-0.03651644,1.649999976,0.002836462,1.632666945,0.0629342,0.71,0.01,-0.26,-0.35,0.09,0,-0.326786,9.1,10.39904499,11.7789402,10.84000015,15.28999996,11.15999985,15.42500019,10.80000019,15.19999981,10.88000011,15.27999973,2449300,138600
150,01-02-2011,1.620666981,1.648666978,1.569332957,1.593999982,1.593999982,10617000,-0.00788406,1.923373399,,-0.147537035,22626780,,0.002120676,0.019940867,0.079334021,0.041999936,0.037334085,0.052889347,30.52361981,-0.115332961,20020650,1.606667042,0.003748464,1.661332965,0.006868478,1.645333052,0.007757924,1.75,0.54,0.52,-0.33,0.19,0.001,-0.358889,9,10.79236603,11.88294125,11.25,15.42500019,11.31000042,15.47999954,10.97999954,15.22500038,11.01000023,15.31000042,1732300,224400
151,02-02-2011,1.61066699,1.611999989,1.577999949,1.595999956,1.595999956,8542500,0.001254689,1.913973398,,-0.195394179,22452480,,0.002120676,0.019960247,0.034000039,0.018000007,0.016000032,0.022666693,30.78879394,-0.006000042,17317650,1.593999982,-0.00788406,1.600667,-0.03651644,1.649999976,0.002836462,-0.26,-0.11,-0.38,-0.1,-0.03,0.001,-0.389031,9,10.64846706,11.65182972,11.10000038,15.125,11.27999973,15.35000038,11.03999996,15.10000038,11.23999977,15.35000038,914100,90000
152,03-02-2011,1.588000059,1.593333006,1.543333054,1.575332999,1.575332999,7680000,-0.012949221,1.90094672,,-0.100965759,22147170,,0.002120676,0.019930125,0.049999952,-0.00266695,0.052666903,0.033333302,32.5706099,0.067332983,14665800,1.595999956,0.001254689,1.606667042,0.003748464,1.661332965,0.006868478,0.26,0,-0.06,0.13,0.27,0.001,-0.417223,9,10.71562004,11.30901623,11.17000008,14.68000031,11.5,14.92500019,11.05000019,14.56000042,11.14999962,14.92500019,1571200,185000
153,04-02-2011,1.562667012,1.577999949,1.547999978,1.56400001,1.56400001,8160000,-0.007194027,1.88613338,,0.0625,21837030,,0.002120676,0.01994233,0.029999971,0.00266695,0.027333021,0.019999981,33.94104202,0.027999997,13656300,1.575332999,-0.012949221,1.593999982,-0.00788406,1.600667,-0.03651644,0.29,-0.04,-0.51,-0.22,-0.01,0.001,-0.443477,9,10.28392601,11.53627586,10.72000027,14.97500038,11.11999989,15.01000023,10.64000034,14.80000019,11.11999989,14.85000038,2583700,150400
154,07-02-2011,1.550667048,1.550667048,1.525333047,1.537999988,1.537999988,13426500,-0.016624055,1.869600041,,0.645404412,21678060,,0.002120676,0.019922332,0.025334001,-0.013332963,0.038666964,0.016889334,32.65856862,-0.094666958,12531300,1.56400001,-0.007194027,1.595999956,0.001254689,1.606667042,0.003748464,0.7,0.31,0.59,-0.3,0.24,0.001,-0.508888,9,10.56212902,11.64412594,11.01000023,15.11499977,11.39999962,15.19999981,10.77999973,15.00500011,10.81999969,15.07499981,2994500,171600
155,08-02-2011,1.58533299,1.683333039,1.533332944,1.632666945,1.632666945,52573500,0.061551989,1.855160041,,2.915651882,22624350,,0.002120676,0.020088118,0.150000095,0.145333052,0.004667044,0.100000064,53.18562761,-0.012666106,15881400,1.537999988,-0.016624055,1.575332999,-0.012949221,1.593999982,-0.00788406,0.48,0.23,-0.01,0.1,0.08,0.001,-0.523854,9,11.86680412,12.03701401,12.36999989,15.625,12.63000011,15.625,11.85000038,15.52999973,11.93000031,15.60999966,9716100,305400
156,09-02-2011,1.608667016,1.611999989,1.519333005,1.547333002,1.547333002,39534000,-0.052266596,1.840333362,,-0.248024195,23071350,,0.002120676,0.019846746,0.092666984,-0.020666957,0.113333941,0.061777989,54.16075139,-0.102666974,18214950,1.632666945,0.061551989,1.56400001,-0.007194027,1.595999956,0.001254689,-0.31,-0.2,-0.06,0.31,-0.13,0.001,-0.535111,9,11.91477108,12.09093952,12.42000008,15.69499969,12.77999973,15.71500015,12.25,15.54500008,12.36999989,15.60999966,3911500,158600
157,10-02-2011,1.550667048,1.575999975,1.520666957,1.547999978,1.547999978,12541500,0.000431049,1.824186699,,-0.682766732,22655400,,0.002120676,0.019958501,0.055333018,0.028666973,0.026666045,0.036888679,51.3472999,-0.113332987,18125550,1.547333002,-0.052266596,1.537999988,-0.016624055,1.575332999,-0.012949221,0.12,0.3,-0.29,-0.16,0.11,0.001,-0.542661,9,11.64616203,12.07938385,12.14000034,15.68000031,12.43000031,15.71500015,11.81999969,15.43500042,12.38000011,15.49499989,4870000,61200
158,11-02-2011,1.549999952,1.583333015,1.529332995,1.549999952,1.549999952,9517500,0.001291973,1.809386699,,-0.241119483,22455990,,0.002120676,0.019960326,0.05400002,0.035333037,0.018666983,0.036000013,38.2128884,-0.050667048,17504700,1.547999978,0.000431049,1.632666945,0.061551989,1.56400001,-0.007194027,0.67,0.4,0.5,-0.36,0.36,0.001,-0.546509,9,11.69412613,12.21034718,12.18999958,15.85000038,12.35999966,15.875,11.89000034,15.67500019,12.07999992,15.72000027,3673700,278600
159,14-02-2011,1.575999975,1.609333038,1.536666989,1.538666964,1.538666964,19246500,-0.007311606,1.797026699,,1.022222222,22238820,,0.002120676,0.019942081,0.072666049,0.059333086,0.013332963,0.048444033,34.73292602,-0.068000078,18183900,1.549999952,0.001291973,1.547333002,-0.052266596,1.537999988,-0.016624055,0.3,0.25,-0.17,-0.1,-0.09,0.001,-0.53825,9,11.51185513,12.18723583,12,15.81999969,12.18000031,15.85999966,11.93999958,15.60499954,12.17000008,15.67500019,2301700,63400
160,15-02-2011,1.534000039,1.544667006,1.503999949,1.52266705,1.52266705,14305500,-0.010398555,1.785493379,,-0.256722001,22176900,,0.002120676,0.019935534,0.040667057,0.006000042,0.034667015,0.027111371,32.34756529,-0.071332932,18552750,1.538666964,-0.007311606,1.547999978,0.000431049,1.632666945,0.061551989,-0.38,-0.3,0.31,0.16,-0.12,0.001,-0.532104,9,11.3103981,11.89834785,11.78999996,15.44499969,12,15.64000034,11.75,15.44499969,11.94999981,15.63500023,1610700,120200
161,16-02-2011,1.539999962,1.66466701,1.537999988,1.648666978,1.648666978,61726500,0.082749494,1.778053377,,3.314878893,23029110,,0.002120676,0.020133071,0.126667023,0.14199996,-0.015332937,0.084444682,48.66767418,0.052667022,23871150,1.52266705,-0.010398555,1.549999952,0.001291973,1.547333002,-0.052266596,0.68,0.4,0.24,-0.08,0.28,0.001,-0.52466,9,11.14731598,11.92531013,11.61999989,15.47999954,11.88000011,15.54500008,11.53999996,15.38000011,11.82999992,15.52000046,1695500,103200
162,17-02-2011,1.64199996,1.699332952,1.570000052,1.573333025,1.573333025,39276000,-0.045693857,1.767440035,,-0.363709266,23421240,,0.002120676,0.019860685,0.1293329,0.050665975,0.078666925,0.086221933,47.21082845,-0.001999974,27030750,1.648666978,0.082749494,1.538666964,-0.007311606,1.547999978,0.000431049,0.37,0.36,0.17,-0.44,0.27,0.001,-0.515915,9,11.20487309,11.81745815,11.68000031,15.34000015,11.75,15.36999989,11.55000019,15.125,11.60999966,15.24499989,1459900,333200
163,18-02-2011,1.555333018,1.565999985,1.530666947,1.545333028,1.545333028,35560500,-0.017796612,1.755186696,,-0.094599756,23934450,,0.002120676,0.019919846,0.035333037,-0.00733304,0.042666078,0.023555358,44.01036931,-0.018666983,29770800,1.573333025,-0.045693857,1.52266705,-0.010398555,1.549999952,0.001291973,0.12,-0.08,0.05,0.18,-0.01,0.001,-0.505865,9,10.9554472,11.88294125,11.42000008,15.42500019,11.75,15.5,11.39999962,15.13500023,11.72000027,15.17500019,1588600,152800
164,22-02-2011,1.525333047,1.533332944,1.452000022,1.457999945,1.457999945,30969000,-0.056514086,1.741613355,,-0.129117982,24432030,,0.002120676,0.019837738,0.081332922,-0.012000084,0.093333006,0.054221948,38.4091073,-0.080000043,31525050,1.545333028,-0.017796612,1.648666978,0.082749494,1.538666964,-0.007311606,-2.19,-0.49,-0.31,0.76,-0.58,0.001,-0.449634,9,10.43741608,11.62871933,10.88000011,15.09500027,11.34000015,15.42500019,10.81999969,15.06999969,11.18000031,15.39999962,2517100,82000
165,23-02-2011,1.478667021,1.5,1.407333016,1.455332994,1.455332994,24084000,-0.001829184,1.728693357,,-0.222319093,24784890,,0.002120676,0.019953707,0.092666984,0.042000055,0.050666928,0.061777989,38.02497301,-0.177333951,28676100,1.457999945,-0.056514086,1.573333025,-0.045693857,1.52266705,-0.010398555,-0.78,-1.09,0.41,-0.14,-0.2,0.001,-0.430091,9,9.948162079,11.49005318,10.36999989,14.91499996,10.96000004,15.10000038,10.07999992,14.84500027,10.96000004,14.98999977,4108600,111800
166,24-02-2011,1.452000022,1.505332947,1.433333039,1.501999974,1.501999974,15829500,0.032066187,1.718000014,,-0.342737917,24978360,,0.002120676,0.020025588,0.071999907,0.049999952,0.021999955,0.047999938,44.02177716,-0.045333028,26305650,1.455332994,-0.001829184,1.545333028,-0.017796612,1.648666978,0.082749494,0.04,0.63,-0.34,-0.27,-0.15,0.001,-0.408244,9,9.881010056,11.1202755,10.30000019,14.43500042,10.56000042,14.60000038,10.14000034,14.32499981,10.27000046,14.57999992,2940800,126600
167,25-02-2011,1.520666957,1.590000033,1.512666941,1.574000001,1.574000001,20194500,0.047936104,1.711440015,,0.275750971,24852540,,0.002120676,0.020059243,0.077333093,0.088000059,-0.010666966,0.051555395,50.74183719,0.026000023,27070950,1.501999974,0.032066187,1.457999945,-0.056514086,1.573333025,-0.045693857,1.22,0.98,0.25,-0.72,0.46,0.001,-0.384085,9,10.29351711,11.59790421,10.72999954,15.05500031,10.73999977,15.19499969,10.43000031,14.94999981,10.52000046,15.05000019,2182900,78600
168,28-02-2011,1.582666993,1.606667042,1.566666961,1.592666984,1.592666984,15768000,0.011859582,1.703826694,,-0.219193345,24945030,,0.002120676,0.019982737,0.040000081,0.032667041,0.00733304,0.026666721,54.10001248,0.042667031,27696000,1.574000001,0.047936104,1.455332994,-0.001829184,1.545333028,-0.017796612,0.42,-0.39,0.25,-0.19,-0.19,0.001,-0.295907,9,10.25514603,11.69034863,10.68999958,15.17500019,11.01000023,15.42500019,10.52999973,15.14500046,10.84000015,15.26500034,2447200,71400
169,01-03-2011,1.603332996,1.621333003,1.580000043,1.595999956,1.595999956,16596000,0.002092699,1.694666696,,0.052511416,25039920,,0.002120676,0.019962024,0.04133296,0.028666019,0.012666941,0.027555307,46.81342084,0.057332993,27430950,1.592666984,0.011859582,1.501999974,0.032066187,1.457999945,-0.056514086,-1.58,-0.29,-0.05,0.4,-0.45,0,-0.25894,9,9.506875992,11.56708908,9.909999847,15.01500034,10.72999954,15.27499962,9.890000343,14.98499966,10.5,15.25,4791500,102800
170,02-03-2011,1.588000059,1.618667006,1.582000017,1.601333022,1.601333022,9949500,0.00334152,1.684880016,,-0.400488069,24995010,,0.002120676,0.019964673,0.036666989,0.02266705,0.013999939,0.02444466,55.45087182,0.078665972,26995350,1.595999956,0.002092699,1.574000001,0.047936104,1.455332994,-0.001829184,0.28,0.28,-0.3,0,0.17,0,-0.222805,9,9.641179085,11.50545979,10.05000019,14.93500042,10.18999958,15.09000015,9.760000229,14.89500046,9.909999847,15.02499962,3147400,96600
171,03-03-2011,1.631999969,1.652667046,1.603999972,1.623999953,1.623999953,9603000,0.014155039,1.675093355,,-0.034825871,25030050,,0.002120676,0.019987605,0.048667073,0.051334023,-0.00266695,0.032444715,57.34535257,-0.024667025,21783000,1.601333022,0.00334152,1.592666984,0.011859582,1.501999974,0.032066187,1.76,0.47,-0.06,-0.33,0.14,0,-0.187489,9,9.957756042,11.65991879,10.38000011,15.13549995,10.44999981,15.35499954,10.14000034,15,10.23999977,15.29500008,2557000,189600
172,04-03-2011,1.631999969,1.666000009,1.58533299,1.663333058,1.663333058,23701500,0.024219893,1.665346677,,1.468134958,25270770,,0.002120676,0.020008949,0.080667019,0.042000055,0.038666964,0.053778013,60.21632179,0.090000033,20225550,1.623999953,0.014155039,1.595999956,0.002092699,1.574000001,0.047936104,-0.67,0.25,-0.53,0.16,-0.2,0,-0.152977,9,9.717926979,11.4592371,10.13000011,14.875,10.44999981,15.15499973,9.920000076,14.72000027,10.38000011,15.14999962,2507400,47200
173,07-03-2011,1.661999941,1.69333303,1.646667004,1.662667036,1.662667036,30504000,-0.000400414,1.655093358,,0.287007151,25630860,,0.002120676,0.019956737,0.046666026,0.029999971,0.016666055,0.031110684,61.39706736,0.117334008,19719900,1.663333058,0.024219893,1.601333022,0.00334152,1.592666984,0.011859582,-0.96,-0.64,0.08,0.36,-0.23,0,-0.0558412,9,9.267045021,11.40916538,9.659999847,14.81000042,9.960000038,15.08500004,9.399999619,14.77999973,9.699999809,15.08500004,4511800,102800
174,08-03-2011,1.639999986,1.664000034,1.600000024,1.644000053,1.644000053,20998500,-0.011227132,1.647853358,,-0.31161487,25585050,,0.002120676,0.019933777,0.06400001,0.001332998,0.062667012,0.042666674,61.09752441,0.186000109,18722850,1.662667036,-0.000400414,1.623999953,0.014155039,1.595999956,0.002092699,0.97,0.52,0.7,-0.06,0.28,0,-0.0278203,9,9.420535088,11.74042225,9.819999695,15.23999977,9.989999771,15.31000042,9.649999619,15.02499962,9.68999958,15.02499962,1977900,55800
